transaction_id,date,customer_code,product_code,market_code,quantity,sales_amount,cost_price,profit
TXN03594,2020-05-05,CUS031,PRD011,MKT005,4,59.08,26.59,32.49
TXN03638,2020-05-05,CUS019,PRD012,MKT003,3,110.4,71.76,38.64
TXN03770,2020-05-05,CUS016,PRD003,MKT007,13,634.92,412.7,222.22
TXN04391,2020-05-05,CUS031,PRD009,MKT005,8,510.08,331.55,178.53
TXN04497,2020-05-05,CUS047,PRD012,MKT005,19,761.14,494.74,266.4
TXN00117,2020-05-06,CUS005,PRD002,MKT001,11,285.34,128.4,156.94
TXN04531,2020-05-06,CUS030,PRD001,MKT002,12,161.88,72.85,89.03
TXN04953,2020-05-06,CUS011,PRD014,MKT003,13,304.46,137.01,167.45
TXN00407,2020-05-07,CUS018,PRD017,MKT006,13,1130.48,734.81,395.67
TXN02883,2020-05-07,CUS019,PRD016,MKT008,6,104.52,47.03,57.49
TXN03774,2020-05-07,CUS003,PRD014,MKT007,14,342.58,154.16,188.42
TXN04252,2020-05-07,CUS008,PRD017,MKT009,3,285.81,185.78,100.03
TXN00155,2020-05-08,CUS016,PRD012,MKT002,16,608.32,395.41,212.91
TXN00307,2020-05-08,CUS007,PRD008,MKT001,12,122.16,54.97,67.19
TXN02051,2020-05-08,CUS018,PRD008,MKT003,12,116.4,52.38,64.02
TXN04415,2020-05-08,CUS019,PRD018,MKT003,5,139.25,62.66,76.59
TXN01326,2020-05-09,CUS031,PRD007,MKT003,13,359.45,233.64,125.81
TXN01905,2020-05-09,CUS033,PRD019,MKT004,9,303.93,197.55,106.38
TXN02288,2020-05-09,CUS034,PRD014,MKT008,10,226.3,101.84,124.46
TXN03269,2020-05-09,CUS049,PRD011,MKT006,3,46.92,21.11,25.81
TXN03635,2020-05-10,CUS029,PRD002,MKT001,8,201.68,90.76,110.92
TXN04835,2020-05-10,CUS045,PRD017,MKT008,18,1757.16,1142.15,615.01
TXN04904,2020-05-10,CUS012,PRD018,MKT003,18,502.38,226.07,276.31
TXN01495,2020-05-11,CUS006,PRD002,MKT009,6,159.0,71.55,87.45
TXN04384,2020-05-11,CUS009,PRD013,MKT008,3,174.42,78.49,95.93
TXN03279,2020-05-12,CUS001,PRD018,MKT001,9,246.51,110.93,135.58
TXN03873,2020-05-12,CUS043,PRD009,MKT001,11,634.7,412.56,222.14
TXN00218,2020-05-13,CUS014,PRD009,MKT001,7,440.58,286.38,154.2
TXN01542,2020-05-13,CUS006,PRD016,MKT006,2,31.3,14.09,17.21
TXN02089,2020-05-13,CUS008,PRD008,MKT003,16,156.64,70.49,86.15
TXN00985,2020-05-14,CUS018,PRD020,MKT003,8,527.28,342.73,184.55
TXN01960,2020-05-14,CUS010,PRD016,MKT010,6,101.04,45.47,55.57
TXN02121,2020-05-14,CUS038,PRD019,MKT009,13,434.85,282.65,152.2
TXN03278,2020-05-15,CUS001,PRD016,MKT004,10,170.3,76.64,93.66
TXN04799,2020-05-15,CUS017,PRD020,MKT003,16,1102.56,716.66,385.9
TXN00369,2020-05-16,CUS026,PRD009,MKT002,5,315.2,204.88,110.32
TXN01964,2020-05-16,CUS028,PRD009,MKT005,3,183.78,119.46,64.32
TXN03386,2020-05-16,CUS002,PRD013,MKT004,6,323.16,145.42,177.74
TXN01206,2020-05-17,CUS029,PRD007,MKT004,10,295.2,191.88,103.32
TXN02650,2020-05-17,CUS007,PRD001,MKT004,8,113.04,50.87,62.17
TXN00921,2020-05-18,CUS017,PRD008,MKT007,13,127.01,57.15,69.86
TXN02394,2020-05-18,CUS007,PRD004,MKT002,18,649.8,292.41,357.39
TXN02804,2020-05-18,CUS012,PRD013,MKT001,18,992.88,446.8,546.08
TXN04726,2020-05-18,CUS006,PRD005,MKT002,1,8.26,5.37,2.89
TXN04800,2020-05-18,CUS010,PRD004,MKT002,16,518.4,233.28,285.12
TXN04874,2020-05-18,CUS018,PRD020,MKT005,7,448.14,291.29,156.85
TXN03051,2020-05-19,CUS002,PRD015,MKT003,1,26.55,17.26,9.29
TXN04378,2020-05-19,CUS011,PRD001,MKT008,19,237.69,106.96,130.73
TXN04630,2020-05-19,CUS008,PRD010,MKT007,11,214.5,96.53,117.97
TXN00421,2020-05-20,CUS025,PRD010,MKT005,11,202.62,91.18,111.44
TXN03807,2020-05-20,CUS018,PRD007,MKT007,3,83.43,54.23,29.2
TXN00366,2020-05-21,CUS014,PRD004,MKT002,18,663.3,298.49,364.81
TXN02621,2020-05-23,CUS005,PRD013,MKT001,9,458.91,206.51,252.4
TXN01659,2020-05-24,CUS048,PRD005,MKT001,16,139.52,90.69,48.83
TXN02301,2020-05-24,CUS008,PRD016,MKT002,17,317.22,142.75,174.47
TXN02653,2020-05-24,CUS015,PRD004,MKT001,13,455.39,204.93,250.46
TXN02814,2020-05-24,CUS016,PRD008,MKT007,13,133.77,60.2,73.57
TXN03023,2020-05-24,CUS006,PRD013,MKT007,1,52.72,23.72,29.0
TXN03628,2020-05-24,CUS042,PRD011,MKT008,12,172.92,77.81,95.11
TXN03992,2020-05-24,CUS001,PRD012,MKT002,11,431.53,280.49,151.04
TXN04046,2020-05-24,CUS020,PRD003,MKT003,16,798.56,519.06,279.5
TXN04049,2020-05-24,CUS020,PRD016,MKT004,4,62.28,28.03,34.25
TXN04450,2020-05-24,CUS015,PRD017,MKT006,8,781.92,508.25,273.67
TXN04752,2020-05-24,CUS019,PRD017,MKT005,10,860.9,559.59,301.31
TXN00597,2020-05-25,CUS001,PRD002,MKT003,5,119.3,53.69,65.61
TXN02547,2020-05-25,CUS001,PRD016,MKT007,4,71.68,32.26,39.42
TXN03642,2020-05-25,CUS009,PRD011,MKT003,6,85.56,38.5,47.06
TXN00825,2020-05-26,CUS005,PRD015,MKT003,9,212.31,138.0,74.31
TXN01939,2020-05-26,CUS028,PRD006,MKT005,1,46.03,20.71,25.32
TXN02150,2020-05-26,CUS005,PRD013,MKT006,9,447.66,201.45,246.21
TXN03481,2020-05-26,CUS007,PRD010,MKT001,9,192.78,86.75,106.03
TXN01787,2020-05-27,CUS005,PRD014,MKT008,6,150.66,67.8,82.86
TXN01922,2020-05-27,CUS040,PRD005,MKT006,9,87.3,56.74,30.56
TXN01174,2020-05-28,CUS015,PRD005,MKT009,1,8.27,5.38,2.89
TXN02378,2020-05-28,CUS038,PRD008,MKT002,16,145.6,65.52,80.08
TXN00105,2020-05-29,CUS007,PRD015,MKT002,18,453.06,294.49,158.57
TXN02276,2020-05-29,CUS025,PRD014,MKT002,18,423.18,190.43,232.75
TXN03045,2020-05-29,CUS014,PRD001,MKT001,1,13.69,6.16,7.53
TXN02290,2020-05-30,CUS022,PRD007,MKT006,6,197.34,128.27,69.07
TXN03879,2020-05-30,CUS012,PRD018,MKT001,1,30.18,13.58,16.6
TXN00398,2020-05-31,CUS030,PRD006,MKT003,9,442.08,198.94,243.14
TXN02327,2020-05-31,CUS041,PRD015,MKT006,12,295.68,192.19,103.49
TXN02630,2020-06-01,CUS015,PRD010,MKT004,5,99.2,44.64,54.56
TXN03974,2020-06-01,CUS035,PRD012,MKT007,4,172.8,112.32,60.48
TXN03513,2020-06-02,CUS017,PRD016,MKT001,20,338.8,152.46,186.34
TXN02692,2020-06-04,CUS012,PRD001,MKT002,6,84.96,38.23,46.73
TXN03165,2020-06-04,CUS038,PRD020,MKT002,11,701.14,455.74,245.4
TXN00759,2020-06-05,CUS015,PRD005,MKT008,8,73.36,47.68,25.68
TXN02044,2020-06-05,CUS018,PRD013,MKT002,16,818.72,368.42,450.3
TXN03107,2020-06-05,CUS010,PRD011,MKT003,21,335.58,151.01,184.57
TXN00156,2020-06-06,CUS023,PRD018,MKT004,8,231.84,104.33,127.51
TXN00507,2020-06-06,CUS028,PRD018,MKT006,3,79.41,35.73,43.68
TXN00694,2020-06-06,CUS001,PRD010,MKT009,1,18.61,8.37,10.24
TXN02644,2020-06-06,CUS048,PRD005,MKT010,5,48.2,31.33,16.87
TXN02737,2020-06-06,CUS022,PRD010,MKT010,11,223.85,100.73,123.12
TXN02846,2020-06-06,CUS039,PRD014,MKT008,8,170.32,76.64,93.68
TXN00894,2020-06-07,CUS005,PRD006,MKT007,17,729.81,328.41,401.4
TXN01222,2020-06-07,CUS009,PRD019,MKT007,8,248.64,161.62,87.02
TXN01356,2020-06-07,CUS028,PRD004,MKT009,18,588.06,264.63,323.43
TXN04585,2020-06-07,CUS002,PRD008,MKT009,5,48.55,21.85,26.7
TXN00644,2020-06-08,CUS022,PRD010,MKT010,7,138.95,62.53,76.42
TXN01726,2020-06-08,CUS027,PRD009,MKT009,3,196.95,128.02,68.93
TXN04286,2020-06-08,CUS010,PRD012,MKT001,3,131.55,85.51,46.04
TXN01205,2020-06-09,CUS024,PRD005,MKT002,4,33.76,21.94,11.82
TXN03938,2020-06-09,CUS036,PRD017,MKT001,11,1040.38,676.25,364.13
TXN00167,2020-06-10,CUS038,PRD019,MKT010,8,276.96,180.02,96.94
TXN01355,2020-06-10,CUS003,PRD020,MKT004,8,520.08,338.05,182.03
TXN01505,2020-06-10,CUS012,PRD007,MKT002,15,459.45,298.64,160.81
TXN02252,2020-06-10,CUS004,PRD014,MKT003,17,403.92,181.76,222.16
TXN04745,2020-06-11,CUS006,PRD008,MKT009,20,200.8,90.36,110.44
TXN01304,2020-06-12,CUS049,PRD016,MKT007,21,383.67,172.65,211.02
TXN01704,2020-06-12,CUS038,PRD011,MKT006,11,179.08,80.59,98.49
TXN03719,2020-06-12,CUS012,PRD001,MKT001,17,234.77,105.65,129.12
TXN02813,2020-06-13,CUS043,PRD013,MKT004,13,714.61,321.57,393.04
TXN04754,2020-06-13,CUS014,PRD017,MKT004,1,81.67,53.09,28.58
TXN01948,2020-06-14,CUS045,PRD001,MKT008,10,131.0,58.95,72.05
TXN03499,2020-06-14,CUS021,PRD001,MKT006,9,107.46,48.36,59.1
TXN01945,2020-06-15,CUS034,PRD003,MKT005,4,214.8,139.62,75.18
TXN03441,2020-06-15,CUS024,PRD008,MKT002,2,18.88,8.5,10.38
TXN04665,2020-06-15,CUS040,PRD009,MKT004,17,998.58,649.08,349.5
TXN04977,2020-06-16,CUS012,PRD003,MKT001,2,95.2,61.88,33.32
TXN02005,2020-06-17,CUS037,PRD006,MKT007,9,415.98,187.19,228.79
TXN03331,2020-06-17,CUS041,PRD019,MKT001,19,594.32,386.31,208.01
TXN03483,2020-06-17,CUS019,PRD013,MKT008,5,297.45,133.85,163.6
TXN04369,2020-06-17,CUS002,PRD015,MKT003,3,80.61,52.4,28.21
TXN00565,2020-06-18,CUS041,PRD002,MKT001,11,256.3,115.34,140.96
TXN01302,2020-06-18,CUS011,PRD004,MKT008,14,443.94,199.77,244.17
TXN03039,2020-06-18,CUS042,PRD004,MKT008,17,611.66,275.25,336.41
TXN01241,2020-06-20,CUS007,PRD010,MKT002,16,331.68,149.26,182.42
TXN03604,2020-06-20,CUS044,PRD007,MKT005,16,488.0,317.2,170.8
TXN03379,2020-06-21,CUS004,PRD005,MKT010,5,49.3,32.05,17.25
TXN03955,2020-06-21,CUS022,PRD012,MKT007,21,768.81,499.73,269.08
TXN02199,2020-06-22,CUS015,PRD018,MKT002,4,107.64,48.44,59.2
TXN02302,2020-06-22,CUS028,PRD004,MKT004,15,540.45,243.2,297.25
TXN02505,2020-06-22,CUS014,PRD019,MKT010,5,152.4,99.06,53.34
TXN02556,2020-06-22,CUS015,PRD020,MKT006,16,1100.48,715.31,385.17
TXN00575,2020-06-23,CUS014,PRD006,MKT008,16,656.8,295.56,361.24
TXN01184,2020-06-23,CUS016,PRD020,MKT005,10,737.2,479.18,258.02
TXN02319,2020-06-23,CUS013,PRD008,MKT009,6,57.78,26.0,31.78
TXN01835,2020-06-24,CUS035,PRD004,MKT007,1,35.65,16.04,19.61
TXN04970,2020-06-24,CUS021,PRD006,MKT009,19,805.98,362.69,443.29
TXN01021,2020-06-25,CUS027,PRD003,MKT001,11,547.25,355.71,191.54
TXN04769,2020-06-25,CUS036,PRD016,MKT003,13,235.56,106.0,129.56
TXN03116,2020-06-26,CUS018,PRD013,MKT004,6,343.08,154.39,188.69
TXN01434,2020-06-27,CUS022,PRD008,MKT001,14,140.28,63.13,77.15
TXN01993,2020-06-27,CUS015,PRD010,MKT002,13,248.56,111.85,136.71
TXN02645,2020-06-27,CUS025,PRD016,MKT002,5,92.15,41.47,50.68
TXN00121,2020-06-28,CUS031,PRD002,MKT001,8,203.76,91.69,112.07
TXN02780,2020-06-29,CUS025,PRD015,MKT008,14,381.36,247.88,133.48
TXN02425,2020-06-30,CUS003,PRD009,MKT006,18,1169.1,759.91,409.19
TXN00303,2020-07-01,CUS014,PRD003,MKT001,10,536.3,348.6,187.7
TXN01305,2020-07-01,CUS036,PRD018,MKT008,16,463.04,208.37,254.67
TXN01677,2020-07-01,CUS021,PRD003,MKT008,3,151.32,98.36,52.96
TXN04737,2020-07-01,CUS005,PRD012,MKT010,1,41.06,26.69,14.37
TXN01785,2020-07-02,CUS008,PRD004,MKT001,18,636.3,286.34,349.96
TXN02811,2020-07-02,CUS030,PRD019,MKT008,7,246.4,160.16,86.24
TXN04166,2020-07-02,CUS005,PRD005,MKT006,1,8.4,5.46,2.94
TXN04500,2020-07-02,CUS039,PRD009,MKT004,5,270.2,175.63,94.57
TXN00648,2020-07-03,CUS035,PRD002,MKT007,4,92.24,41.51,50.73
TXN02029,2020-07-03,CUS024,PRD016,MKT007,14,237.86,107.04,130.82
TXN02575,2020-07-03,CUS039,PRD018,MKT005,6,161.64,72.74,88.9
TXN04471,2020-07-03,CUS004,PRD017,MKT007,14,1185.1,770.32,414.78
TXN00504,2020-07-04,CUS026,PRD003,MKT009,8,424.48,275.91,148.57
TXN00126,2020-07-05,CUS019,PRD016,MKT002,13,227.5,102.38,125.12
TXN00593,2020-07-05,CUS026,PRD013,MKT001,12,621.84,279.83,342.01
TXN02806,2020-07-05,CUS016,PRD020,MKT003,1,68.12,44.28,23.84
TXN01709,2020-07-06,CUS003,PRD002,MKT005,8,181.04,81.47,99.57
TXN03430,2020-07-06,CUS003,PRD004,MKT010,20,709.8,319.41,390.39
TXN00096,2020-07-07,CUS020,PRD019,MKT007,12,390.72,253.97,136.75
TXN01593,2020-07-07,CUS004,PRD003,MKT004,2,96.56,62.76,33.8
TXN03882,2020-07-07,CUS002,PRD004,MKT001,9,326.97,147.14,179.83
TXN04128,2020-07-07,CUS001,PRD013,MKT003,20,1070.6,481.77,588.83
TXN03649,2020-07-08,CUS014,PRD011,MKT005,15,216.6,97.47,119.13
TXN00961,2020-07-10,CUS013,PRD010,MKT002,12,255.72,115.07,140.65
TXN01705,2020-07-10,CUS044,PRD011,MKT010,4,62.88,28.3,34.58
TXN03691,2020-07-10,CUS009,PRD017,MKT007,12,1162.68,755.74,406.94
TXN04333,2020-07-10,CUS007,PRD019,MKT003,12,408.24,265.36,142.88
TXN00505,2020-07-11,CUS017,PRD006,MKT010,16,658.88,296.5,362.38
TXN00829,2020-07-11,CUS024,PRD010,MKT002,4,72.76,32.74,40.02
TXN03998,2020-07-11,CUS032,PRD018,MKT004,3,81.48,36.67,44.81
TXN01140,2020-07-12,CUS011,PRD013,MKT009,1,52.68,23.71,28.97
TXN04066,2020-07-12,CUS011,PRD006,MKT004,18,884.16,397.87,486.29
TXN00137,2020-07-13,CUS013,PRD010,MKT004,12,242.28,109.03,133.25
TXN00204,2020-07-13,CUS024,PRD007,MKT003,1,28.08,18.25,9.83
TXN01473,2020-07-13,CUS005,PRD008,MKT002,1,10.77,4.85,5.92
TXN02508,2020-07-13,CUS008,PRD015,MKT004,19,493.05,320.48,172.57
TXN03727,2020-07-13,CUS034,PRD009,MKT001,1,55.14,35.84,19.3
TXN01845,2020-07-14,CUS035,PRD014,MKT009,12,302.76,136.24,166.52
TXN02314,2020-07-14,CUS001,PRD005,MKT006,6,51.18,33.27,17.91
TXN02694,2020-07-14,CUS017,PRD018,MKT009,1,28.0,12.6,15.4
TXN04244,2020-07-14,CUS023,PRD008,MKT008,18,183.06,82.38,100.68
TXN04319,2020-07-14,CUS017,PRD009,MKT004,14,907.76,590.04,317.72
TXN02603,2020-07-15,CUS008,PRD006,MKT002,16,774.24,348.41,425.83
TXN03708,2020-07-15,CUS013,PRD003,MKT008,4,182.6,118.69,63.91
TXN03878,2020-07-15,CUS015,PRD004,MKT008,16,606.56,272.95,333.61
TXN00294,2020-07-16,CUS004,PRD007,MKT004,13,400.92,260.6,140.32
TXN01215,2020-07-16,CUS014,PRD006,MKT005,12,543.48,244.57,298.91
TXN01804,2020-07-16,CUS010,PRD007,MKT001,20,577.4,375.31,202.09
TXN02241,2020-07-16,CUS026,PRD018,MKT001,6,157.08,70.69,86.39
TXN04890,2020-07-16,CUS017,PRD010,MKT002,17,310.25,139.61,170.64
TXN03893,2020-07-17,CUS002,PRD011,MKT006,9,141.3,63.58,77.72
TXN02642,2020-07-18,CUS012,PRD001,MKT002,4,48.8,21.96,26.84
TXN00139,2020-07-19,CUS028,PRD018,MKT003,13,346.97,156.14,190.83
TXN02280,2020-07-19,CUS004,PRD009,MKT007,15,979.8,636.87,342.93
TXN04269,2020-07-19,CUS012,PRD015,MKT001,17,423.3,275.14,148.16
TXN00609,2020-07-20,CUS022,PRD018,MKT002,18,549.36,247.21,302.15
TXN00726,2020-07-20,CUS032,PRD003,MKT007,12,595.44,387.04,208.4
TXN01035,2020-07-20,CUS028,PRD014,MKT006,20,443.6,199.62,243.98
TXN01526,2020-07-20,CUS002,PRD001,MKT002,12,161.28,72.58,88.7
TXN02725,2020-07-20,CUS009,PRD016,MKT007,2,36.1,16.25,19.85
TXN04185,2020-07-20,CUS003,PRD009,MKT002,20,1132.6,736.19,396.41
TXN04807,2020-07-20,CUS012,PRD002,MKT007,12,296.76,133.54,163.22
TXN00073,2020-07-21,CUS028,PRD011,MKT005,7,103.67,46.65,57.02
TXN01217,2020-07-22,CUS035,PRD019,MKT003,18,578.16,375.8,202.36
TXN00127,2020-07-23,CUS005,PRD012,MKT006,12,524.88,341.17,183.71
TXN01015,2020-07-23,CUS008,PRD013,MKT002,7,347.55,156.4,191.15
TXN03653,2020-07-23,CUS040,PRD011,MKT007,8,126.0,56.7,69.3
TXN01483,2020-07-24,CUS022,PRD008,MKT001,5,49.05,22.07,26.98
TXN02274,2020-07-24,CUS002,PRD020,MKT003,10,756.0,491.4,264.6
TXN03848,2020-07-24,CUS029,PRD009,MKT002,14,756.7,491.86,264.84
TXN04512,2020-07-24,CUS004,PRD006,MKT002,5,242.45,109.1,133.35
TXN04544,2020-07-24,CUS002,PRD011,MKT009,20,280.6,126.27,154.33
TXN00327,2020-07-25,CUS018,PRD005,MKT010,8,75.84,49.3,26.54
TXN01471,2020-07-25,CUS032,PRD004,MKT001,3,98.19,44.19,54.0
TXN01976,2020-07-26,CUS040,PRD002,MKT002,8,181.84,81.83,100.01
TXN02596,2020-07-26,CUS003,PRD005,MKT002,15,144.6,93.99,50.61
TXN02940,2020-07-26,CUS036,PRD004,MKT007,9,300.33,135.15,165.18
TXN02966,2020-07-26,CUS009,PRD004,MKT004,8,280.48,126.22,154.26
TXN03847,2020-07-26,CUS012,PRD005,MKT001,12,100.56,65.36,35.2
TXN03209,2020-07-28,CUS003,PRD015,MKT003,4,98.68,64.14,34.54
TXN04179,2020-07-28,CUS020,PRD018,MKT004,8,208.4,93.78,114.62
TXN04809,2020-07-28,CUS025,PRD015,MKT003,17,437.58,284.43,153.15
TXN02409,2020-07-29,CUS024,PRD019,MKT010,17,610.81,397.03,213.78
TXN04782,2020-07-30,CUS006,PRD012,MKT003,20,815.4,530.01,285.39
TXN01439,2020-07-31,CUS031,PRD016,MKT003,10,180.8,81.36,99.44
TXN01631,2020-07-31,CUS015,PRD016,MKT002,4,71.08,31.99,39.09
TXN01681,2020-07-31,CUS011,PRD013,MKT001,2,118.68,53.41,65.27
TXN01710,2020-07-31,CUS005,PRD003,MKT002,1,52.55,34.16,18.39
TXN04498,2020-08-01,CUS005,PRD009,MKT001,11,713.35,463.68,249.67
TXN00232,2020-08-02,CUS012,PRD016,MKT006,1,17.97,8.09,9.88
TXN01240,2020-08-02,CUS025,PRD004,MKT002,3,95.07,42.78,52.29
TXN02755,2020-08-02,CUS008,PRD005,MKT010,13,125.19,81.37,43.82
TXN01880,2020-08-03,CUS014,PRD012,MKT001,7,253.82,164.98,88.84
TXN02929,2020-08-03,CUS011,PRD013,MKT004,19,1131.07,508.98,622.09
TXN04240,2020-08-03,CUS022,PRD019,MKT004,18,645.12,419.33,225.79
TXN04945,2020-08-03,CUS011,PRD016,MKT001,11,169.18,76.13,93.05
TXN03410,2020-08-04,CUS015,PRD015,MKT001,10,273.3,177.64,95.66
TXN01185,2020-08-05,CUS010,PRD001,MKT001,9,113.4,51.03,62.37
TXN02209,2020-08-05,CUS004,PRD003,MKT007,8,438.08,284.75,153.33
TXN03549,2020-08-05,CUS013,PRD002,MKT004,15,397.5,178.88,218.62
TXN04438,2020-08-05,CUS022,PRD008,MKT002,12,109.92,49.46,60.46
TXN01072,2020-08-06,CUS006,PRD006,MKT005,19,846.83,381.07,465.76
TXN02722,2020-08-06,CUS010,PRD015,MKT008,13,331.5,215.47,116.03
TXN02906,2020-08-06,CUS049,PRD005,MKT002,6,57.54,37.4,20.14
TXN00587,2020-08-08,CUS034,PRD018,MKT008,6,164.04,73.82,90.22
TXN04425,2020-08-08,CUS029,PRD007,MKT007,5,139.05,90.38,48.67
TXN04439,2020-08-08,CUS032,PRD013,MKT002,1,49.81,22.41,27.4
TXN04814,2020-08-08,CUS033,PRD007,MKT008,16,455.04,295.78,159.26
TXN00771,2020-08-09,CUS025,PRD012,MKT009,4,164.44,106.89,57.55
TXN00807,2020-08-09,CUS015,PRD020,MKT008,16,1188.8,772.72,416.08
TXN03164,2020-08-09,CUS016,PRD002,MKT003,4,95.52,42.98,52.54
TXN04312,2020-08-09,CUS013,PRD007,MKT007,6,186.0,120.9,65.1
TXN03319,2020-08-10,CUS028,PRD016,MKT002,1,16.79,7.56,9.23
TXN03737,2020-08-10,CUS023,PRD018,MKT001,1,25.53,11.49,14.04
TXN01936,2020-08-11,CUS033,PRD019,MKT004,14,482.16,313.4,168.76
TXN02622,2020-08-11,CUS014,PRD016,MKT006,9,154.44,69.5,84.94
TXN02748,2020-08-11,CUS004,PRD006,MKT003,1,44.75,20.14,24.61
TXN02801,2020-08-11,CUS016,PRD019,MKT001,4,140.52,91.34,49.18
TXN03608,2020-08-11,CUS005,PRD006,MKT002,13,617.24,277.76,339.48
TXN01135,2020-08-12,CUS013,PRD010,MKT006,6,108.6,48.87,59.73
TXN03052,2020-08-12,CUS011,PRD011,MKT002,7,98.63,44.38,54.25
TXN03799,2020-08-13,CUS018,PRD006,MKT001,1,40.58,18.26,22.32
TXN00453,2020-08-14,CUS004,PRD007,MKT003,1,32.18,20.92,11.26
TXN02802,2020-08-14,CUS016,PRD016,MKT002,12,185.16,83.32,101.84
TXN04673,2020-08-14,CUS023,PRD020,MKT002,9,678.51,441.03,237.48
TXN01973,2020-08-15,CUS027,PRD015,MKT007,18,473.76,307.94,165.82
TXN01118,2020-08-16,CUS044,PRD016,MKT010,16,252.64,113.69,138.95
TXN01878,2020-08-16,CUS009,PRD003,MKT005,9,465.03,302.27,162.76
TXN02827,2020-08-16,CUS024,PRD002,MKT008,6,141.06,63.48,77.58
TXN03639,2020-08-17,CUS007,PRD020,MKT005,16,1037.92,674.65,363.27
TXN04148,2020-08-17,CUS002,PRD011,MKT003,2,32.9,14.8,18.1
TXN04553,2020-08-17,CUS045,PRD002,MKT005,3,78.66,35.4,43.26
TXN00630,2020-08-18,CUS014,PRD011,MKT004,10,161.5,72.67,88.83
TXN01166,2020-08-18,CUS046,PRD009,MKT008,12,783.12,509.03,274.09
TXN02003,2020-08-18,CUS008,PRD005,MKT008,10,82.0,53.3,28.7
TXN04593,2020-08-18,CUS007,PRD016,MKT006,19,342.38,154.07,188.31
TXN04160,2020-08-19,CUS023,PRD008,MKT003,9,85.5,38.48,47.02
TXN04463,2020-08-19,CUS024,PRD002,MKT001,6,154.44,69.5,84.94
TXN03637,2020-08-20,CUS014,PRD005,MKT006,9,86.13,55.98,30.15
TXN01101,2020-08-21,CUS014,PRD008,MKT006,17,180.37,81.17,99.2
TXN01921,2020-08-21,CUS004,PRD008,MKT006,16,146.24,65.81,80.43
TXN02700,2020-08-21,CUS023,PRD009,MKT009,5,313.7,203.91,109.79
TXN02353,2020-08-22,CUS040,PRD009,MKT003,2,119.76,77.84,41.92
TXN00153,2020-08-23,CUS011,PRD009,MKT002,10,607.8,395.07,212.73
TXN01584,2020-08-23,CUS022,PRD009,MKT005,17,981.75,638.14,343.61
TXN02611,2020-08-23,CUS004,PRD009,MKT008,4,226.96,147.52,79.44
TXN03688,2020-08-23,CUS033,PRD019,MKT001,9,275.76,179.24,96.52
TXN04115,2020-08-23,CUS004,PRD020,MKT004,2,142.9,92.89,50.01
TXN00005,2020-08-24,CUS014,PRD010,MKT009,18,342.72,154.22,188.5
TXN03156,2020-08-24,CUS022,PRD014,MKT001,4,83.32,37.49,45.83
TXN01786,2020-08-25,CUS015,PRD017,MKT003,9,878.31,570.9,307.41
TXN02035,2020-08-25,CUS025,PRD018,MKT002,8,229.04,103.07,125.97
TXN03485,2020-08-25,CUS009,PRD018,MKT008,7,196.0,88.2,107.8
TXN03299,2020-08-26,CUS017,PRD013,MKT008,6,305.88,137.65,168.23
TXN03868,2020-08-26,CUS033,PRD008,MKT001,10,92.6,41.67,50.93
TXN04352,2020-08-26,CUS033,PRD004,MKT001,13,481.13,216.51,264.62
TXN02078,2020-08-27,CUS008,PRD009,MKT001,9,548.37,356.44,191.93
TXN00438,2020-08-28,CUS013,PRD020,MKT001,18,1169.46,760.15,409.31
TXN01999,2020-08-28,CUS003,PRD003,MKT008,19,999.97,649.98,349.99
TXN02632,2020-08-28,CUS011,PRD008,MKT009,16,171.68,77.26,94.42
TXN03569,2020-08-28,CUS009,PRD020,MKT001,15,1141.8,742.17,399.63
TXN03463,2020-08-29,CUS014,PRD019,MKT007,18,629.1,408.92,220.18
TXN01554,2020-08-30,CUS032,PRD010,MKT003,15,286.8,129.06,157.74
TXN02438,2020-08-30,CUS020,PRD011,MKT002,10,142.4,64.08,78.32
TXN04324,2020-08-30,CUS010,PRD009,MKT009,5,305.8,198.77,107.03
TXN01860,2020-08-31,CUS018,PRD013,MKT004,9,522.9,235.31,287.59
TXN03940,2020-08-31,CUS035,PRD002,MKT003,13,340.86,153.39,187.47
TXN03412,2020-09-01,CUS019,PRD012,MKT009,2,78.7,51.16,27.54
TXN03609,2020-09-01,CUS021,PRD019,MKT008,17,585.99,380.89,205.1
TXN04322,2020-09-01,CUS029,PRD009,MKT002,17,974.61,633.5,341.11
TXN03505,2020-09-02,CUS036,PRD003,MKT005,14,675.64,439.17,236.47
TXN03909,2020-09-02,CUS032,PRD002,MKT009,6,146.4,65.88,80.52
TXN00365,2020-09-03,CUS015,PRD015,MKT003,11,292.71,190.26,102.45
TXN00621,2020-09-03,CUS013,PRD018,MKT001,5,135.55,61.0,74.55
TXN01576,2020-09-03,CUS019,PRD002,MKT001,15,351.3,158.09,193.21
TXN03126,2020-09-03,CUS017,PRD012,MKT002,8,346.8,225.42,121.38
TXN04988,2020-09-03,CUS004,PRD013,MKT003,9,516.51,232.43,284.08
TXN00484,2020-09-04,CUS004,PRD016,MKT007,4,69.88,31.45,38.43
TXN04399,2020-09-04,CUS019,PRD012,MKT001,6,246.42,160.17,86.25
TXN04919,2020-09-04,CUS003,PRD007,MKT007,9,254.07,165.15,88.92
TXN00037,2020-09-05,CUS039,PRD003,MKT008,7,323.05,209.98,113.07
TXN02627,2020-09-05,CUS011,PRD007,MKT002,1,28.28,18.38,9.9
